Chord; Position; Fingering; Max Fingers Required; Number of Barres; Fret Range; Highest Ring Finger; Highest Pinky Finger
Eadd9; ['x', '7', '9', '9', '7', '7']; ['0', '1', '3', '4', '1', '1']; 2; 1; 2; 4; 3
Eadd9; ['x', '7', '9', '9', '7', '7']; ['0', '1', '2', '3', '1', '1']; 2; 1; 2; 3; 0
Eadd9; ['x', 'x', '14', '13', '12', '14']; ['0', '0', '3', '2', '1', '4']; 2; 0; 2; 4; 1
Eadd9; ['x', '7', '9', '11', '9', '7']; ['0', '1', '2', '4', '3', '1']; 2; 1; 4; 2; 3
Eadd9; ['12', 'x', 'x', '13', '12', '14']; ['1', '0', '0', '3', '2', '4']; 2; 0; 2; 3; 1
Emadd9; ['x', 'x', '14', '12', '12', '14']; ['0', '0', '3', '1', '1', '4']; 2; 1; 2; 4; 1
E6; ['0', '2', '2', '1', '2', '0']; ['0', '2', '3', '1', '4', '0']; 3; 0; 1; 4; 2
E6; ['x', '7', '9', '9', '9', '9']; ['0', '1', '2', '3', '4', '4']; 3; 1; 2; 3; 2
E6; ['x', '7', '9', '9', '9', '9']; ['0', '1', '4', '4', '4', '4']; 1; 1; 2; 0; 4
E6; ['x', 'x', '2', '4', '2', '4']; ['0', '0', '1', '3', '1', '4']; 2; 1; 2; 3; 1
E6; ['x', 'x', '2', '1', '2', '0']; ['0', '0', '2', '1', '3', '0']; 2; 0; 1; 2; 0
E6; ['x', 'x', '2', '1', '2', '0']; ['0', '0', '3', '2', '4', '0']; 2; 0; 1; 4; 2
E6; ['12', 'x', '11', '13', '12', 'x']; ['2', '0', '1', '4', '3', '0']; 2; 0; 2; 2; 3
Em6; ['0', '2', '2', '0', '2', '0']; ['0', '1', '2', '0', '3', '0']; 3; 0; 0; 2; 0
Em6; ['0', '2', '2', '0', '2', '0']; ['0', '2', '3', '0', '4', '0']; 3; 0; 0; 4; 2
Em6; ['0', '2', '2', '0', '2', '0']; ['0', '1', '2', '0', '4', '0']; 3; 0; 0; 0; 2
Em6; ['x', 'x', '2', '4', '2', '3']; ['0', '0', '1', '3', '1', '2']; 1; 1; 2; 3; 0
Em6; ['x', 'x', '2', '4', '2', '3']; ['0', '0', '1', '4', '1', '2']; 1; 1; 2; 0; 3
Em6; ['x', '7', '5', '6', '5', 'x']; ['0', '3', '1', '2', '1', '0']; 1; 1; 2; 5; 0
Em6; ['x', '7', '5', '6', '5', 'x']; ['0', '4', '1', '2', '1', '0']; 1; 1; 2; 0; 5
Em6; ['x', '7', '9', '6', '8', 'x']; ['0', '2', '4', '1', '3', '0']; 1; 0; 3; 2; 4
Em6; ['12', '14', '14', '12', '14', '12']; ['1', '2', '3', '1', '4', '1']; 3; 1; 2; 4; 2
Em6; ['x', '7', '5', '6', '5', '7']; ['0', '3', '1', '2', '1', '4']; 2; 1; 2; 5; 1
Em6; ['12', 'x', '11', '12', '12', 'x']; ['2', '0', '1', '3', '4', '0']; 3; 0; 1; 3; 2
Em6; ['x', '7', 'x', '6', '8', '7']; ['0', '2', '0', '1', '4', '3']; 2; 0; 2; 1; 2
Emb6; ['x', '7', '5', '5', '5', '7']; ['0', '3', '1', '1', '1', '4']; 2; 1; 2; 5; 1
Emb6; ['12', 'x', '10', '12', '12', 'x']; ['2', '0', '1', '3', '4', '0']; 3; 0; 2; 3; 2
E9; ['0', '2', '0', '1', '0', '2']; ['0', '2', '0', '1', '0', '3']; 2; 0; 1; 1; 0
E9; ['0', '2', '0', '1', '0', '2']; ['0', '2', '0', '1', '0', '4']; 2; 0; 1; 0; 1
E9; ['0', '7', '6', '7', '7', '0']; ['0', '2', '1', '3', '4', '0']; 3; 0; 1; 3; 2
E9; ['12', 'x', '12', '11', '12', '12']; ['2', '0', '3', '1', '4', '4']; 3; 1; 1; 4; 2
E9; ['12', '14', '12', '13', '12', '14']; ['1', '3', '1', '2', '1', '4']; 2; 1; 2; 5; 1
E9; ['x', '7', '6', '7', '7', '7']; ['0', '2', '1', '3', '3', '3']; 2; 1; 1; 3; 0
E9; ['12', 'x', '12', '11', '9', 'x']; ['3', '0', '4', '2', '1', '0']; 2; 0; 3; 6; 4
E9; ['x', 'x', '2', '1', '3', '2']; ['0', '0', '2', '1', '4', '3']; 2; 0; 2; 1; 2
E9; ['12', '11', '12', '11', '12', 'x']; ['2', '1', '3', '1', '4', '0']; 3; 1; 1; 4; 2
E11; ['0', '2', '0', '2', '0', '2']; ['0', '1', '0', '2', '0', '3']; 3; 0; 0; 1; 0
E11; ['0', '2', '0', '2', '0', '2']; ['0', '2', '0', '3', '0', '4']; 3; 0; 0; 3; 1
E11; ['0', '7', '7', '7', '7', '7']; ['0', '1', '1', '1', '1', '1']; 1; 1; 0; 0; 0
E11; ['12', 'x', '12', '11', '10', '10']; ['3', '0', '4', '2', '1', '1']; 2; 1; 2; 6; 4
E11; ['x', '7', '6', '7', '5', '5']; ['0', '3', '2', '4', '1', '1']; 2; 1; 2; 5; 3
E11; ['x', '7', '7', '7', '9', '7']; ['0', '1', '1', '1', '3', '1']; 1; 1; 2; 2; 0
E11; ['x', 'x', '2', '2', '3', '4']; ['0', '0', '1', '1', '2', '3']; 1; 1; 2; 1; 0
E13; ['0', 'x', '0', '1', '2', '2']; ['0', '0', '0', '1', '2', '3']; 2; 0; 1; 1; 0
E13; ['0', 'x', '0', '1', '2', '2']; ['0', '0', '0', '2', '3', '4']; 2; 0; 1; 2; 1
E13; ['x', '7', '6', '7', '7', '9']; ['0', '2', '1', '3', '3', '4']; 2; 1; 3; 3; 1
E13; ['12', 'x', '12', '11', '9', '9']; ['3', '0', '4', '2', '1', '1']; 2; 1; 3; 6; 4
E13; ['12', 'x', '12', '13', '14', '14']; ['1', '0', '1', '1', '2', '3']; 2; 1; 2; 1; 0
E13; ['12', '14', '12', '13', '14', '12']; ['1', '3', '1', '2', '4', '1']; 2; 1; 2; 5; 2
E9sus4; ['x', '7', '7', '7', '7', '7']; ['0', '1', '1', '1', '1', '1']; 1; 1; 0; 0; 0
E9sus4; ['12', 'x', '12', '11', '10', 'x']; ['3', '0', '4', '2', '1', '0']; 2; 0; 2; 6; 4
E9sus4; ['12', 'x', '12', '11', '10', '10']; ['3', '0', '4', '2', '1', '1']; 2; 1; 2; 6; 4
E13sus4; ['x', '7', '7', '7', '7', '9']; ['0', '1', '1', '1', '1', '3']; 1; 1; 2; 1; 0
E13sus4; ['12', 'x', '12', '14', '14', '14']; ['1', '0', '2', '4', '4', '4']; 2; 1; 2; 0; 3
Em9; ['x', '7', '5', '7', '7', 'x']; ['0', '2', '1', '3', '4', '0']; 3; 0; 2; 3; 2
Em9; ['0', '2', '2', '0', '3', '2']; ['0', '1', '2', '0', '4', '3']; 3; 0; 1; 1; 2
Em9; ['12', '14', '12', '12', '12', '14']; ['1', '2', '1', '1', '1', '3']; 2; 1; 2; 1; 0
Em9; ['12', '14', '12', '12', '12', '14']; ['1', '3', '1', '1', '1', '4']; 2; 1; 2; 5; 1
Em9; ['x', '7', '5', '7', '7', '7']; ['0', '2', '1', '3', '3', '3']; 2; 1; 2; 3; 0
Em9; ['x', 'x', '14', '12', '15', '14']; ['0', '0', '2', '1', '4', '3']; 2; 0; 3; 1; 2
Em9; ['12', 'x', '12', '12', '12', '14']; ['2', '0', '3', '3', '3', '4']; 2; 1; 2; 4; 1
Em11; ['x', '7', '5', '7', '5', '5']; ['0', '3', '1', '4', '1', '1']; 2; 1; 2; 5; 3
Em11; ['x', '7', '7', '7', '8', '7']; ['0', '1', '1', '1', '2', '1']; 1; 1; 1; 0; 0
Em11; ['12', 'x', '12', '12', '10', 'x']; ['2', '0', '3', '4', '1', '0']; 3; 0; 2; 4; 3
Em11; ['x', 'x', '2', '2', '3', '3']; ['0', '0', '1', '1', '2', '2']; 1; 2; 1; 0; 0
Em11; ['x', '7', 'x', '7', '8', '5']; ['0', '2', '0', '3', '4', '1']; 2; 0; 3; 3; 2
Em13; ['x', '7', 'x', '7', '8', '9']; ['0', '1', '0', '2', '3', '4']; 2; 0; 2; 2; 1
Em13; ['12', '14', '12', '12', '14', '12']; ['1', '3', '1', '1', '4', '1']; 2; 1; 2; 5; 2
Em13; ['12', 'x', '12', '12', '14', '14']; ['2', '0', '3', '3', '4', '4']; 2; 2; 2; 4; 2
Em13; ['12', 'x', '12', '12', '14', '14']; ['1', '0', '2', '3', '4', '4']; 3; 1; 2; 3; 2
Em13; ['x', '7', '9', '7', '8', '9']; ['0', '1', '3', '1', '2', '4']; 2; 1; 2; 4; 1
Em13; ['x', '7', '5', '7', '7', '9']; ['0', '2', '1', '3', '3', '4']; 2; 1; 4; 3; 1
EmMaj9; ['x', '7', '5', '8', '7', 'x']; ['0', '2', '1', '4', '3', '0']; 2; 0; 3; 2; 3
EmMaj9; ['12', '14', '13', '12', '12', '14']; ['1', '3', '2', '1', '1', '4']; 2; 1; 2; 5; 1
EMaj9; ['x', '7', '6', '8', '7', 'x']; ['0', '2', '1', '4', '3', '0']; 2; 0; 2; 2; 3
EMaj9; ['x', 'x', '2', '1', '4', '2']; ['0', '0', '2', '1', '4', '3']; 2; 0; 3; 1; 2
EMaj9; ['x', '7', '4', '4', '4', '4']; ['0', '3', '1', '1', '1', '1']; 1; 1; 3; 5; 0
EMaj9; ['12', '11', '13', '11', '12', '11']; ['2', '1', '4', '1', '3', '1']; 2; 1; 2; 2; 4
EMaj9; ['12', 'x', '13', '11', '12', 'x']; ['2', '0', '4', '1', '3', '0']; 2; 0; 2; 2; 4
EMaj13; ['x', '7', 'x', '8', '9', '9']; ['0', '1', '0', '2', '4', '4']; 1; 1; 2; 0; 2
EMaj13; ['x', '7', 'x', '8', '9', '9']; ['0', '1', '0', '2', '3', '4']; 2; 0; 2; 2; 1
EMaj13; ['12', '11', '11', '11', '12', '11']; ['2', '1', '1', '1', '3', '1']; 2; 1; 1; 2; 0
EMaj13; ['12', 'x', '13', '13', '14', '14']; ['1', '0', '2', '3', '4', '4']; 2; 1; 2; 3; 2
E+9; ['x', '7', '6', '7', '7', '8']; ['0', '2', '1', '3', '3', '4']; 2; 1; 2; 3; 1
E+9; ['12', 'x', '12', '13', '13', '14']; ['1', '0', '2', '3', '3', '4']; 2; 1; 2; 3; 1
EMaj7#11; ['x', '7', '8', '8', '9', '7']; ['0', '1', '2', '3', '4', '1']; 2; 1; 2; 3; 2
EMaj7#11; ['12', 'x', '13', '13', '11', 'x']; ['2', '0', '3', '4', '1', '0']; 2; 0; 2; 4; 3
EMaj7#11; ['x', 'x', '2', '3', '4', '4']; ['0', '0', '1', '2', '3', '3']; 1; 1; 2; 2; 0
EMaj7#11; ['x', 'x', '2', '3', '4', '4']; ['0', '0', '1', '2', '3', '4']; 2; 0; 2; 2; 1
E9b5; ['x', '7', '6', '7', '7', '6']; ['0', '2', '1', '3', '4', '1']; 3; 1; 1; 3; 2
E9b5; ['12', '11', '12', '11', '11', 'x']; ['2', '1', '3', '1', '1', '0']; 2; 1; 1; 4; 0
E7b9; ['x', '7', '6', '7', '6', 'x']; ['0', '2', '1', '3', '1', '0']; 2; 1; 1; 3; 0
E7b9; ['x', '7', '6', '7', '6', 'x']; ['0', '3', '1', '4', '2', '0']; 2; 0; 1; 5; 3
E7b9; ['12', '14', '12', '13', '12', '13']; ['1', '4', '1', '2', '1', '3']; 2; 1; 2; 1; 5
E7b9; ['x', '7', '6', '7', '6', '7']; ['0', '2', '1', '3', '1', '4']; 3; 1; 1; 3; 1
E7b9; ['x', 'x', '2', '1', '3', '1']; ['0', '0', '2', '1', '3', '1']; 1; 1; 2; 2; 0
E7#9; ['x', '7', '6', '7', '8', 'x']; ['0', '2', '1', '3', '4', '0']; 2; 0; 2; 3; 2
E7#9; ['12', '14', '12', '13', '12', '15']; ['1', '3', '1', '2', '1', '4']; 1; 1; 3; 5; 1
E7#9; ['x', 'x', '2', '1', '3', '3']; ['0', '0', '2', '1', '3', '4']; 2; 0; 2; 2; 1
E7b5#9; ['x', '7', '6', '7', '8', '6']; ['0', '2', '1', '3', '4', '1']; 2; 1; 2; 3; 2
E7#11; ['12', '13', '12', '13', '12', '12']; ['1', '2', '1', '3', '1', '1']; 2; 1; 1; 3; 0
E7b5; ['x', '7', '8', '7', '9', 'x']; ['0', '1', '2', '1', '4', '0']; 1; 1; 2; 0; 2
E7b5; ['12', 'x', '12', '13', '11', 'x']; ['2', '0', '3', '4', '1', '0']; 2; 0; 2; 4; 3
E7b5; ['x', 'x', '2', '3', '3', '4']; ['0', '0', '1', '2', '2', '3']; 1; 1; 2; 1; 0
E7b5; ['x', 'x', '2', '3', '3', '4']; ['0', '0', '1', '2', '3', '4']; 2; 0; 2; 2; 1
E7b5; ['x', '7', '8', '7', '9', '10']; ['0', '1', '2', '1', '3', '4']; 1; 1; 3; 2; 1
Em9b5; ['12', '13', '12', '12', '15', '14']; ['1', '2', '1', '1', '4', '3']; 1; 1; 3; 1; 2
E+7b9; ['x', '7', '6', '7', '6', '8']; ['0', '2', '1', '3', '1', '4']; 2; 1; 2; 3; 1
E+7b9; ['12', 'x', '12', '13', '13', '13']; ['1', '0', '2', '3', '3', '3']; 2; 1; 1; 3; 0
E+7#9; ['x', '7', '6', '7', '8', '8']; ['0', '2', '1', '3', '4', '4']; 2; 1; 2; 3; 2
E+7#9; ['12', 'x', '12', '13', '13', '15']; ['1', '0', '2', '3', '3', '4']; 2; 1; 3; 3; 1
F; ['1', '3', '3', '2', '1', '1']; ['1', '3', '4', '2', '1', '1']; 2; 1; 2; 5; 4
F; ['x', '8', '10', '10', '10', '8']; ['0', '1', '3', '3', '3', '1']; 1; 2; 2; 4; 0
F; ['x', '8', '10', '10', '10', '8']; ['0', '1', '2', '3', '4', '1']; 3; 1; 2; 3; 2
F; ['x', '8', '7', '5', '6', '5']; ['0', '4', '3', '1', '2', '1']; 1; 1; 3; 4; 5
F; ['x', 'x', '3', '2', '1', '1']; ['0', '0', '3', '2', '1', '1']; 1; 1; 2; 4; 0
F; ['13', '12', '10', '10', '10', '13']; ['3', '2', '1', '1', '1', '4']; 2; 1; 3; 6; 1
F; ['x', 'x', '3', '5', '6', '5']; ['0', '0', '1', '2', '4', '3']; 2; 0; 3; 1; 2
Fm; ['1', '3', '3', '1', '1', '1']; ['1', '3', '4', '1', '1', '1']; 2; 1; 2; 5; 4
Fm; ['x', '8', '10', '10', '9', '8']; ['0', '1', '3', '4', '2', '1']; 2; 1; 2; 4; 3
Fm; ['x', 'x', '3', '5', '6', '4']; ['0', '0', '1', '3', '4', '2']; 1; 0; 3; 3; 2
Fm; ['x', 'x', '3', '1', '1', '1']; ['0', '0', '3', '1', '1', '1']; 1; 1; 2; 4; 0
F5; ['1', '3', '3', 'x', 'x', 'x']; ['1', '3', '4', '0', '0', '0']; 2; 0; 2; 5; 4
F5; ['x', '8', '10', '10', 'x', 'x']; ['0', '1', '3', '4', '0', '0']; 2; 0; 2; 4; 3
F5; ['x', '8', '10', '10', 'x', 'x']; ['0', '1', '2', '3', '0', '0']; 2; 0; 2; 3; 0
F5; ['x', '8', '10', '10', 'x', 'x']; ['0', '1', '4', '4', '0', '0']; 1; 1; 2; 0; 4
F5; ['x', '8', '10', '10', 'x', 'x']; ['0', '1', '3', '3', '0', '0']; 1; 1; 2; 4; 0
F5; ['x', 'x', 'x', '10', '13', '13']; ['0', '0', '0', '1', '4', '4']; 1; 1; 3; 0; 2
F5; ['x', 'x', '3', '5', '6', 'x']; ['0', '0', '1', '3', '4', '0']; 1; 0; 3; 3; 2
Fsus2; ['x', '8', '10', '10', '8', '8']; ['0', '1', '3', '4', '1', '1']; 2; 1; 2; 4; 3
Fsus2; ['x', 'x', '3', '5', '6', '3']; ['0', '0', '1', '3', '4', '2']; 2; 0; 3; 3; 2
Fsus2; ['x', '8', '10', '12', 'x', 'x']; ['0', '1', '3', '4', '0', '0']; 1; 0; 4; 4; 3
Fsus2; ['x', 'x', '15', '12', '13', '15']; ['0', '0', '3', '1', '2', '4']; 2; 0; 3; 4; 1
Fsus4; ['1', '3', '3', '3', '1', '1']; ['1', '3', '3', '3', '1', '1']; 1; 2; 2; 5; 0
Fsus4; ['1', '3', '3', '3', '1', '1']; ['1', '2', '3', '4', '1', '1']; 3; 1; 2; 4; 3
Fsus4; ['x', '8', '10', '10', '11', '8']; ['0', '1', '2', '3', '4', '1']; 2; 1; 3; 3; 2
Fsus4; ['x', '8', '8', '5', '6', 'x']; ['0', '3', '4', '1', '2', '0']; 2; 0; 3; 5; 4
Fsus4; ['x', 'x', '3', '5', '6', '6']; ['0', '0', '1', '2', '3', '4']; 2; 0; 3; 2; 1
Fsus4; ['x', 'x', '3', '3', '1', '1']; ['0', '0', '3', '4', '1', '1']; 2; 1; 2; 4; 3
F+; ['x', '8', '7', '6', '6', 'x']; ['0', '4', '3', '1', '2', '0']; 2; 0; 2; 4; 5
F+; ['x', 'x', '3', '2', '2', '1']; ['0', '0', '4', '2', '3', '1']; 2; 0; 2; 2; 4
F+; ['13', '12', '11', '10', 'x', 'x']; ['4', '3', '2', '1', '0', '0']; 1; 0; 3; 5; 6
F+; ['1', '4', '3', '2', 'x', 'x']; ['1', '4', '3', '2', '0', '0']; 1; 0; 3; 4; 5
F+; ['x', '8', 'x', '10', '10', '9']; ['0', '1', '0', '3', '4', '2']; 2; 0; 2; 3; 2
F°; ['x', '8', '9', '10', '9', 'x']; ['0', '1', '2', '4', '3', '0']; 2; 0; 2; 2; 3
F°; ['13', 'x', '15', '13', '12', 'x']; ['2', '0', '4', '3', '1', '0']; 2; 0; 3; 3; 4
F°; ['1', '2', '3', '1', 'x', 'x']; ['1', '3', '4', '2', '0', '0']; 2; 0; 2; 5; 4
F7; ['1', '3', '1', '2', '1', '1']; ['1', '3', '1', '2', '1', '1']; 1; 1; 2; 5; 0
F7; ['x', '8', '10', '8', '10', '8']; ['0', '1', '3', '1', '4', '1']; 2; 1; 2; 4; 2
F7; ['x', '8', '10', '8', '10', '8']; ['0', '1', '2', '1', '3', '1']; 2; 1; 2; 2; 0
F7; ['1', 'x', '1', '2', '1', 'x']; ['1', '0', '2', '4', '3', '0']; 3; 0; 1; 2; 3
F7; ['x', 'x', '3', '5', '4', '5']; ['0', '0', '1', '3', '2', '4']; 2; 0; 2; 3; 1
F7; ['x', '8', '7', '8', '6', 'x']; ['0', '3', '2', '4', '1', '0']; 2; 0; 2; 5; 3
F7sus4; ['1', '3', '1', '3', '1', '1']; ['1', '3', '1', '4', '1', '1']; 2; 1; 2; 5; 3
F7sus4; ['x', '8', '10', '8', '11', '8']; ['0', '1', '3', '1', '4', '1']; 1; 1; 3; 4; 2
F7sus4; ['13', '15', '13', '15', '13', '13']; ['1', '3', '1', '4', '1', '1']; 2; 1; 2; 5; 3
F7sus4; ['x', '8', '8', '8', '6', '6']; ['0', '2', '3', '4', '1', '1']; 3; 1; 2; 4; 3
F7sus4; ['x', 'x', '3', '5', '4', '6']; ['0', '0', '1', '3', '2', '4']; 1; 0; 3; 3; 1
Fm7; ['1', '3', '1', '1', '1', '1']; ['1', '3', '1', '1', '1', '1']; 1; 1; 2; 5; 0
Fm7; ['x', '8', '10', '8', '9', '8']; ['0', '1', '3', '1', '2', '1']; 1; 1; 2; 4; 0
Fm7; ['1', 'x', '1', '1', '1', 'x']; ['1', '0', '2', '3', '4', '0']; 4; 0; 0; 3; 2
Fm7; ['1', 'x', '1', '1', '1', 'x']; ['1', '0', '3', '3', '3', '0']; 2; 1; 0; 4; 0
Fm7; ['1', 'x', '1', '1', '1', 'x']; ['2', '0', '3', '3', '3', '0']; 2; 1; 0; 4; 0
Fm7; ['x', '8', '6', '8', '9', 'x']; ['0', '2', '1', '3', '4', '0']; 2; 0; 3; 3; 2
Fm7; ['1', '3', '3', '1', '4', '1']; ['1', '2', '3', '1', '4', '1']; 2; 1; 3; 4; 2
Fm7; ['x', '8', '6', '8', '6', 'x']; ['0', '3', '1', '4', '1', '0']; 2; 1; 2; 5; 3
Fm7; ['x', 'x', '3', '5', '4', '4']; ['0', '0', '1', '4', '2', '3']; 2; 0; 2; 1; 3
FMaj7; ['x', 'x', '3', '2', '1', '0']; ['0', '0', '3', '2', '1', '0']; 1; 0; 2; 4; 0
FMaj7; ['x', '8', '10', '9', '10', '8']; ['0', '1', '3', '2', '4', '1']; 2; 1; 2; 4; 2
FMaj7; ['x', 'x', '3', '5', '5', '5']; ['0', '0', '1', '2', '3', '4']; 3; 0; 2; 2; 1
FMaj7; ['x', 'x', '3', '5', '5', '5']; ['0', '0', '1', '3', '3', '3']; 1; 1; 2; 3; 0
FMaj7; ['x', 'x', '3', '5', '5', '5']; ['0', '0', '1', '4', '4', '4']; 1; 1; 2; 0; 3
FMaj7; ['1', 'x', '2', '2', '1', '0']; ['1', '0', '3', '4', '2', '0']; 2; 0; 1; 4; 3
FMaj7; ['x', '8', '7', '5', '5', 'x']; ['0', '4', '3', '1', '2', '0']; 2; 0; 3; 4; 5
FMaj7; ['x', 'x', '15', '14', '13', '12']; ['0', '0', '4', '3', '2', '1']; 1; 0; 3; 3; 4
FMaj7; ['1', 'x', '2', '2', '1', 'x']; ['1', '0', '3', '4', '2', '0']; 2; 0; 1; 4; 3
FMaj7; ['1', '3', '2', '2', '1', '1']; ['1', '4', '2', '3', '1', '1']; 2; 1; 2; 3; 5
Fm7b5; ['x', '8', '9', '8', '9', 'x']; ['0', '1', '3', '2', '4', '0']; 2; 0; 1; 4; 2
Fm7b5; ['x', 'x', '3', '4', '4', '4']; ['0', '0', '1', '2', '3', '4']; 3; 0; 1; 2; 1
Fm7b5; ['x', 'x', '3', '4', '4', '4']; ['0', '0', '1', '3', '3', '3']; 1; 1; 1; 3; 0
Fm7b5; ['x', 'x', '3', '4', '4', '4']; ['0', '0', '2', '3', '3', '3']; 1; 1; 1; 3; 0
Fm7b5; ['1', 'x', '1', '1', '0', 'x']; ['1', '0', '2', '3', '0', '0']; 3; 0; 0; 3; 0
Fm7b5; ['1', 'x', '1', '1', '0', 'x']; ['2', '0', '3', '4', '0', '0']; 3; 0; 0; 4; 3
Fm7b5; ['1', 'x', '1', '1', '0', 'x']; ['1', '0', '3', '4', '0', '0']; 3; 0; 0; 4; 3
Fm7b5; ['1', '2', '3', '4', '4', '4']; ['1', '2', '3', '4', '4', '4']; 1; 1; 3; 4; 3
Fm7b5; ['13', 'x', '13', '13', '12', 'x']; ['2', '0', '3', '4', '1', '0']; 3; 0; 1; 4; 3
Fm7b5; ['x', '8', 'x', '8', '9', '7']; ['0', '2', '0', '3', '4', '1']; 2; 0; 2; 3; 2
Fm7b5; ['1', '2', '1', '1', '4', '1']; ['1', '2', '1', '1', '4', '1']; 1; 1; 3; 0; 2
F°7; ['1', '2', '0', '1', 'x', 'x']; ['1', '3', '0', '2', '0', '0']; 2; 0; 1; 5; 0
F°7; ['1', '2', '0', '1', 'x', 'x']; ['2', '4', '0', '3', '0', '0']; 2; 0; 1; 3; 5
F°7; ['x', '8', '9', '7', '9', 'x']; ['0', '2', '3', '1', '4', '0']; 2; 0; 2; 4; 2
F°7; ['x', 'x', '3', '4', '3', '4']; ['0', '0', '1', '3', '2', '4']; 2; 0; 1; 3; 1
F°7; ['1', 'x', '0', '1', '0', 'x']; ['1', '0', '0', '3', '0', '0']; 2; 0; 0; 3; 0
F°7; ['1', 'x', '0', '1', '0', 'x']; ['2', '0', '0', '3', '0', '0']; 2; 0; 0; 3; 0
F°7; ['1', '2', '3', '1', '3', '1']; ['1', '2', '3', '1', '4', '1']; 2; 1; 2; 4; 2
F°7; ['13', 'x', '12', '13', '12', 'x']; ['3', '0', '1', '4', '2', '0']; 2; 0; 1; 6; 3
F+7; ['x', '8', '11', '8', '10', '9']; ['0', '1', '4', '1', '3', '2']; 1; 1; 3; 2; 4
F+7; ['1', 'x', '1', '2', '2', 'x']; ['1', '0', '2', '3', '4', '0']; 2; 0; 1; 3; 2
F+7; ['x', 'x', '3', '6', '4', '5']; ['0', '0', '1', '4', '2', '3']; 1; 0; 3; 1; 3
F+7; ['x', '8', 'x', '8', '10', '9']; ['0', '1', '0', '2', '4', '3']; 2; 0; 2; 1; 2
FmMaj7; ['x', '8', '10', '9', '9', '8']; ['0', '1', '4', '2', '3', '1']; 2; 1; 2; 2; 4
FmMaj7; ['1', 'x', '2', '1', '1', 'x']; ['1', '0', '4', '2', '3', '0']; 3; 0; 1; 2; 4
FmMaj7; ['1', '3', '2', '1', '1', '1']; ['1', '3', '2', '1', '1', '1']; 1; 1; 2; 5; 0
FmMaj7; ['x', 'x', '3', '5', '5', '4']; ['0', '0', '1', '3', '4', '2']; 2; 0; 2; 3; 2
FmMaj7; ['x', 'x', '15', '13', '13', '12']; ['0', '0', '4', '2', '3', '1']; 2; 0; 3; 2; 4
Fadd9; ['x', 'x', '3', '2', '1', '3']; ['0', '0', '3', '2', '1', '4']; 2; 0; 2; 4; 1
Fadd9; ['x', '8', '10', '10', '8', '8']; ['0', '1', '3', '4', '1', '1']; 2; 1; 2; 4; 3
Fadd9; ['x', '8', '10', '12', '10', '8']; ['0', '1', '2', '4', '3', '1']; 2; 1; 4; 2; 3
Fadd9; ['1', 'x', 'x', '2', '1', '3']; ['1', '0', '0', '3', '2', '4']; 2; 0; 2; 3; 1
Fmadd9; ['x', 'x', '3', '1', '1', '3']; ['0', '0', '3', '1', '1', '4']; 2; 1; 2; 4; 1
F6; ['x', 'x', '3', '2', '3', '1']; ['0', '0', '3', '2', '4', '1']; 2; 0; 2; 4; 2
F6; ['x', '8', '10', '10', '10', '10']; ['0', '1', '2', '3', '4', '4']; 3; 1; 2; 3; 2
F6; ['x', 'x', '3', '5', '3', '5']; ['0', '0', '1', '3', '1', '4']; 2; 1; 2; 3; 1
F6; ['x', 'x', '3', '5', '3', '5']; ['0', '0', '1', '2', '1', '3']; 2; 1; 2; 1; 0
F6; ['13', 'x', '12', '14', '13', 'x']; ['2', '0', '1', '4', '3', '0']; 2; 0; 2; 2; 3
Fm6; ['1', '3', '3', '1', '3', '1']; ['1', '2', '3', '1', '4', '1']; 3; 1; 2; 4; 2
Fm6; ['x', 'x', '3', '5', '3', '4']; ['0', '0', '1', '3', '1', '2']; 1; 1; 2; 3; 0
Fm6; ['x', '8', '6', '7', '6', 'x']; ['0', '4', '1', '3', '2', '0']; 2; 0; 2; 3; 5
Fm6; ['1', 'x', '0', '1', '1', 'x']; ['1', '0', '0', '2', '3', '0']; 3; 0; 0; 2; 0
Fm6; ['1', 'x', '0', '1', '1', 'x']; ['1', '0', '0', '3', '4', '0']; 3; 0; 0; 3; 2
Fm6; ['1', 'x', '0', '1', '1', 'x']; ['2', '0', '0', '3', '4', '0']; 3; 0; 0; 3; 2
Fm6; ['x', '8', '10', '7', '9', 'x']; ['0', '2', '4', '1', '3', '0']; 1; 0; 3; 2; 4
Fm6; ['x', '8', '6', '7', '6', '8']; ['0', '3', '1', '2', '1', '4']; 2; 1; 2; 5; 1
Fm6; ['13', 'x', '12', '13', '13', 'x']; ['2', '0', '1', '3', '4', '0']; 3; 0; 1; 3; 2
Fm6; ['x', '8', 'x', '7', '9', '8']; ['0', '2', '0', '1', '4', '3']; 2; 0; 2; 1; 2
Fmb6; ['x', '8', '6', '6', '6', '8']; ['0', '3', '1', '1', '1', '4']; 2; 1; 2; 5; 1
Fmb6; ['13', 'x', '11', '13', '13', 'x']; ['2', '0', '1', '3', '4', '0']; 3; 0; 2; 3; 2
F9; ['1', '3', '1', '2', '1', '3']; ['1', '3', '1', '2', '1', '4']; 2; 1; 2; 5; 1
F9; ['1', 'x', '1', '0', '1', '1']; ['1', '0', '2', '0', '3', '4']; 4; 0; 0; 2; 1
F9; ['x', '8', '7', '8', '8', 'x']; ['0', '2', '1', '3', '4', '0']; 3; 0; 1; 3; 2
